No,Journal,Year,Month,Title,Authors,No.authors,Author1F,Author1L,LastF,LastL,PropF,PropL,CountryLast,CountryLast2,Region1,Region2,Subfield,Origin
48,The Auk,2002,October,HABITAT AND NESTING SUCCESS OF BLUE JAYS (CYANOCITTA CRISTATA): IMPORTANCE OF SCALE,Keith A. Tarvin and Mary C. Garvin,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
49,The Auk,2002,October,BASAL PHYLOGENY OF THE TYRANNOIDEA BASED ON COMPARISONS OF CYTOCHROME b AND EXONS OF NUCLEAR c-myc AND RAG-1 GENES,"Ulf S. Johansson, Martin Irestedt, Thomas J. Parsons and Per G. P. Ericson",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
50,The Auk,2002,October,VARIATION IN FORAGING BEHAVIOR AND BODY MASS IN BROODS OF EMPEROR GEESE (CHEN CANAGICA): EVIDENCE FOR INTERSPECIFIC DENSITY DEPENDENCE,Joel A. Schmutz and Karen K. Laing,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
51,The Auk,2002,October,"MOLT-MIGRATION IN WESTERN TANAGERS (PIRANGA LUDOVICIANA): AGE EFFECTS, AERODYNAMICS, AND CONSERVATION IMPLICATIONS","Luke K. Butler, Michael G. Donahue and Sievert Rohwer",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
52,The Auk,2002,October,SCARE TACTICS IN A NEOTROPICAL WARBLER: WHITE TAIL FEATHERS ENHANCE FLUSH_PURSUIT FORAGING PERFORMANCE IN THE SLATE-THROATED REDSTART (MYIOBORUS MINIATUS),Ronald L. Mumme,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
53,The Auk,2002,October,"BREEDING BIOLOGY OF THE WHISKERED AUKLET (AETHIA PYGMAEA) AT BULDIR ISLAND, ALASKA","F. M. Hunter, I. L. Jones, J. C. Williams and G. V. Byrd",4,,0,,0,,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
54,The Auk,2002,October,FUNCTIONAL MORPHOLOGY OF RAPTOR HINDLIMBS: IMPLICATIONS FOR RESOURCE PARTITIONING,"Andrea B. Ward, Peter D. Weigl and Rachael M. Conroy",3,1,0,1,0,0.666666667,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
55,The Auk,2002,October,DIFFERENT PATTERNS OF PARENTAL EFFORT DURING CHICK-REARING BY FEMALE AND MALE THICK-BILLED MURRES (URIA LOMVIA) AT A LOW-ARCTIC COLONY,"Ian L. Jones, Sherrylynn Rowe, Steve M. Carr, Gail Fraser and Philip Taylor",5,0,0,0,0,0.4,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
56,The Auk,2002,October,ROLE OF FOOD IN TERRITORIALITY AND EGG PRODUCTION OF BUFFLEHEADS (BUCEPHALA ALBEOLA) AND BARROW'S GOLDENEYES (BUCEPHALA ISLANDICA),Jonathan E. Thompson and C. Davison Ankney,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
57,The Auk,2002,October,"EGG WEIGHTS, EGG COMPONENT WEIGHTS, AND LAYING GAPS IN GREAT TITS (PARUS MAJOR) IN RELATION TO AMBIENT TEMPERATURE","C. M. Lessells, N. J. Dingemanse and C. Both",3,,0,,0,,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
16,The Auk,2003,April,RADAR OBSERVATIONS OF BIRD MIGRATION OVER THE GREAT LAKES,"Robert H. Diehl, Ronald P. Larkin and John E. Black",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
17,The Auk,2003,April,DISCOVERY OF A POPULATION OF THE ENDANGERED RED SISKIN (CARDUELIS CUCULLATA) IN GUYANA,"Mark B. Robbins, Michael J. Braun and Davis W. Finch",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
18,The Auk,2003,April,EVOLUTION OF LONG-DISTANCE MIGRATION IN AND HISTORICAL BIOGEOGRAPHY OF CATHARUS THRUSHES: A MOLECULAR PHYLOGENETIC APPROACH,"Diana C. Outlaw, Gary Voelker, Borja Mila and Derek J. Girman",4,1,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
20,The Auk,2003,April,DIET AND PREPARATION FOR SPRING MIGRATION IN CAPTIVE HERMIT THRUSHES (CATHARUS GUTTATUS),Jennifer A. Long and Philip C. Stouffer,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
21,The Auk,2003,April,"RELATIONSHIP OF NUTRITIONAL CONDITION OF PERMANENT-RESIDENT WOODLAND BIRDS WITH WOODLOT AREA, SUPPLEMENTAL FOOD, AND SNOW COVER",Paul F. DohertyJr. and Thomas C. GrubbJr.,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
22,The Auk,2003,April,INFLUENCE OF DIET ON FATTY-ACID COMPOSITION OF DEPOT FAT IN WESTERN SANDPIPERS (CALIDRIS MAURI),"Oliver Egeler, Dana Seaman and Tony D. Williams",3,0,0,0,0,0.3334,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
23,The Auk,2003,April,PHYLOGEOGRAPHY OF THE CALIFORNIA THRASHER (TOXOSTOMA REDIVIVUM) BASED ON NESTED-CLADE ANALYSIS OF MITOCHONDRIAL-DNA VARIATION,Erik A. Sgariglia and Kevin J. Burns,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
24,The Auk,2003,April,SYNCHRONOUS FLUCTUATIONS OF THICK-BILLED MURRE (URIA LOMVIA) COLONIES IN THE EASTERN CANADIAN ARCTIC SUGGEST POPULATION REGULATION IN WINTER,Anthony J. Gaston,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
25,The Auk,2003,April,GRASSLAND PASSERINE NEST PREDATORS NEAR PASTURE EDGES IDENTIFIED ON VIDEOTAPE,Rosalind B. Renfrew and Christine A. Ribic,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
26,The Auk,2003,April,CONSEQUENCES OF EGG SIZE FOR OFFSPRING SURVIVAL: A CROSS-FOSTERING EXPERIMENT IN RUDDY DUCKS (OXYURA JAMAICENSIS),Jeffrey T. Pelayo and Robert G. Clark,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
27,The Auk,2003,April,PENTOSIDINE AS A MEASURE OF CHRONOLOGICAL AGE IN WILD BIRDS,"Richard C. ChaneyJr., Kenneth P. Blemings, James Bonner and Hillar Klandorf",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
28,The Auk,2003,April,"DIET, PLASMA CAROTENOIDS, AND SEXUAL COLORATION IN THE ZEBRA FINCH (TAENIOPYGIA GUTTATA)","Kevin J. McGraw, Alexander J. Gregory, Robert S. Parker and Elizabeth Adkins-Regan",4,0,0,1,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
29,The Auk,2003,April,SECONDARY METABOLITE EMODIN INCREASES FOOD ASSIMILATION EFFICIENCY OF YELLOW-VENTED BULBULS (PYCNONOTUS XANTHOPYGOS),"Ella Tsahar, Jacob Friedman and Ido Izhaki",3,1,0,0,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
1,The Auk,2003,January,MITOCHONDRIAL DNA PHYLOGENY OF BABBLERS (TIMALIIDAE),Alice Cibois,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
2,The Auk,2003,January,AVIAN POPULATION TRENDS WITHIN THE EVOLVING AGRICULTURAL LANDSCAPE OF EASTERN AND CENTRAL UNITED STATES,Michael T. Murphy,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
3,The Auk,2003,January,"APPARENT SURVIVAL RATES OF WESTERN SANDPIPER (CALIDRIS MAURI) WINTERING IN NORTHWEST BAJA CALIFORNIA, MEXICO","Guillermo Fern_ndez, Horacio de la Cueva, Nils Warnock and David B. Lank",4,0,1,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
4,The Auk,2003,January,ASSESSMENT OF THE RANDOMIZATION TEST FOR BINOMIAL SEX-RATIO DISTRIBUTIONS IN BIRDS,"John G. Ewen, Phillip Cassey and Robert A. R. King",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
5,The Auk,2003,January,GEOGRAPHIC VARIATION IN SONG OF THE BRIGHT-RUMPED ATTILA (TYRANNIDAE: ATTILA SPADICEUS): IMPLICATIONS FOR SPECIES STATUS,Daniel W. Leger and D. James Mountjoy,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
6,The Auk,2003,January,POSTFLEDGING OCCUPANCY OF BREEDING SITES BY FEMALE COMMON MURRES (URIA AALGE),Michael P. Harris and Sarah Wanless,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
7,The Auk,2003,January,STRUCTURE AND DYNAMICS OF MIXED-SPECIES FLOCKS IN A HAWAIIAN RAIN FOREST,Patrick J. Hart and Leonard A. Freed,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
8,The Auk,2003,January,INFLUENCE OF SEASON AND FREQUENCY OF FIRE ON HENSLOW'S SPARROWS (AMMODRAMUS HENSLOWII) WINTERING ON GULF COAST PITCHER PLANT BOGS,James W. TuckerJr. and W. Douglas Robinson,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
9,The Auk,2003,January,LONG-TERM PRODUCTIVITY OF CANVASBACKS (AYTHYA VALISINERIA) IN A SNOWPACK-DRIVEN DESERT MARSH,"Kammie L. Kruse, James R. Lovvorn, John Y. Takekawa and Jeffrey Mackay",4,1,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
10,The Auk,2003,January,LARK SPARROW (CHONDESTES GRAMMACUS) NEST-SITE SELECTION AND SUCCESS IN A MIXED-GRASS PRAIRIE,"Jeffrey J. Lusk, Kimberly Suedkamp Wells, Fred S. Guthery and Samuel D. Fuhlendorf",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
11,The Auk,2003,January,SEASONAL PREVALENCE OF A HAEMATOZOAN PARASITE OF RED-BELLIED WOODPECKERS (MELANERPES CAROLINUS) AND ITS ASSOCIATION WITH HOST CONDITION AND OVERWINTER SURVIVAL,"Matthew S. Schrader, Eric L. Walters, Frances C. James and Ellis C. Greiner",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
12,The Auk,2003,January,"EFFECTS OF VEGETATION, INTERSPECIFIC COMPETITION, AND BROOD PARASITISM ON GOLDEN-WINGED WARBLER (VERMIVORA CHRYSOPTERA) NESTING SUCCESS","John L. Confer, Jeffery L. Larkin and Paul E. Allen",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
13,The Auk,2003,January,PHYLOGENY OF EARLY TERTIARY SWIFTS AND HUMMINGBIRDS (AVES: APODIFORMES),Gerald Mayr,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
14,The Auk,2003,January,DO OVENBIRDS (SEIURUS AUROCAPILLUS) AVOID BOREAL FOREST EDGES? A SPATIOTEMPORAL ANALYSIS IN AN AGRICULTURAL LANDSCAPE,Daniel F. Mazerolle and Keith A. Hobson,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
15,The Auk,2003,January,COHERENT SCATTERING OF ULTRAVIOLET LIGHT BY AVIAN FEATHER BARBS,"Richard O. Prum, Staffan Andersson and Rodolfo H. Torres",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
32,The Auk,2003,July,"CLIMATE CHANGE, SPRING TEMPERATURES, AND TIMING OF BREEDING OF TREE SWALLOWS (TACHYCINETA BICOLOR) IN SOUTHERN ONTARIO",David J. T. Hussell,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
33,The Auk,2003,July,CAUSES AND CONSEQUENCES OF TREE SWALLOW (TACHYCINETA BICOLOR) DISPERSAL IN SASKATCHEWAN,Dave Shutler and Robert G. Clark,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
34,The Auk,2003,July,COMPARISON OF BREEDING AND POSTBREEDING MOVEMENTS AND HABITAT REQUIREMENTS FOR THE SCARLET TANAGER (PIRANGA OLIVACEA) IN VIRGINIA,"J. H. Vega Rivera, W. J. McShea and J. H. Rappole",3,,0,,0,,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
35,The Auk,2003,July,EGG COMPOSITION IN RELATION TO FEMALE AGE AND RELAYING: CONSTRAINTS ON EGG PRODUCTION IN THICK-BILLED MURRES (URIA LOMVIA),"J. Mark Hipfner, Anthony J. Gaston, Gene R. Herzberg, John T. Brosnan and Anne E. Storey",5,0,0,1,0,0.2,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
36,The Auk,2003,July,SEASONAL AND DIURNAL BODY-MASS FLUCTUATIONS FOR TWO NONHOARDING SPECIES OF PARUS IN SWEDEN MODELED USING PATH ANALYSIS,"Pekka T. Rintam_kt, Jon R. Stone and Arne Lundberg",3,,0,,0,,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
37,The Auk,2003,July,"DECLINE OF TOWNSEND'S (NEWELL'S) SHEARWATERS (PUFFINUS AURICULARIS NEWELLI) ON KAUAI, HAWAII","Robert H. Day, Brian A. Cooper and Thomas C. Telfer",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
38,The Auk,2003,July,"ECOLOGICAL SPECIALIZATION AND OVERLAP OF BRACHYRAMPHUS MURRELETS IN PRINCE WILLIAM SOUND, ALASKA","Robert H. Day, Alexander K. Prichard and Debora A. Nigro",3,0,0,1,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
39,The Auk,2003,July,MORTALITY OF FLEDGLING FEMALES CAUSES MALE BIAS IN THE SEX RATIO OF RUFOUS VANGAS (SCHETBA RUFA) IN MADAGASCAR,"Shigeki Asai, Satoshi Yamagishi and Kazuhiro Eguchi",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
40,The Auk,2003,July,CAUSES OF DISPERSAL IN NORTHERN GOSHAWKS (ACCIPITER GENTILIS) IN FINLAND,"PATRIK BYHOLM, PERTTI SAUROLA, HARTO LINDóN and MARCUS WIKMAN",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
41,The Auk,2003,July,OCCURRENCE AND EVOLUTION OF COOPERATIVE BREEDING AMONG THE DIURNAL RAPTORS (ACCIPITRIDAE AND FALCONIDAE),"Rebecca T. Kimball, Patricia G. Parker and James C. Bednarz",3,1,0,0,0,0.6667,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
42,The Auk,2003,July,EFFECTS OF SCALEY-LEG MITE INFESTATIONS ON BODY CONDITION AND SITE FIDELITY OF MIGRATORY WARBLERS IN THE DOMINICAN REPUBLIC,Steven C. Latta,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
43,The Auk,2003,July,PHYLOGEOGRAPHIC PATTERNS IN MOTACILLA FLAVA AND MOTACILLA CITREOLA: SPECIES LIMITS AND POPULATION HISTORY,"Alexandra Pavlova, Robert M. Zink, Sergei V. Drovetski, Yaroslav Red'kin and Sievert Rohwer",5,1,0,0,1,0.2,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
44,The Auk,2003,July,BROWN-HEADED COWBIRD (MOLOTHRUS ATER) PARASITISM ON WARBLING VIREOS (VIREO GILVUS) IN SOUTHWEST COLORADO,Catherine P. Ortega and Joseph C. Ortega,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
45,The Auk,2003,July,EFFECT OF NORTHERN PYGMY-OWL (GLAUCIDIUM GNOMA) EYESPOTS ON AVIAN MOBBING,"CAROLINE DEPPE, DENVER HOLT, JOSH TEWKSBURY, LEN BROBERG, JULIE PETERSEN and KRISTIN WOOD",6,1,0,1,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
46,The Auk,2003,October,NOVEL INTRON PHYLOGENY SUPPORTS PLUMAGE CONVERGENCE IN ORIOLES (ICTERUS),Eva Sanders Allen and Kevin E. Omland,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
47,The Auk,2003,October,A GIANT NEW SPECIES OF NUKUPUU (FRINGILLIDAE: DREPANIDINI: HEMIGNATHUS) FROM THE ISLAND OF HAWAII,Helen F. James and Storrs L. Olson,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
48,The Auk,2003,October,MICROSATELLITE AMPLIFICATION FROM MUSEUM FEATHER SAMPLES: EFFECTS OF FRAGMENT SIZE AND TEMPLATE CONCENTRATION ON GENOTYPING ERRORS,"Kristina M. Sefc, Robert B. Payne and Michael D. Sorenson",3,1,0,0,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
49,The Auk,2003,October,BREEDING SITE AND MATE FIDELITY IN EASTERN PHOEBES (SAYORNIS PHOEBE) IN INDIANA,"Amanda S. Beheler, Olin E. RhodesJr. and Harmon P. WeeksJr.",3,1,0,0,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
50,The Auk,2003,October,MIXED-SPECIES FLOCKING AND FORAGING BEHAVIOR OF FOUR NEOTROPICAL WARBLERS IN PANAMANIAN SHADE COFFEE FIELDS AND FORESTS,"Lars Y. Pomara, Robert J. Cooper and Lisa J. Petit",3,,0,1,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
51,The Auk,2003,October,A SEVEN-YEAR COMPARISON OF RELATIVE-ABUNDANCE AND DISTANCE-SAMPLING METHODS,"Russell E. Norvell, Frank P. Howe and Jimmie R. Parrish",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
52,The Auk,2003,October,NEST-SITE FIDELITY IN EASTERN BLUEBIRDS (SIALIA SIALIS) DEPENDS ON THE QUALITY OF ALTERNATE CAVITIES,Mark T. Stanback and Ellen K. Rockwell,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
53,The Auk,2003,October,FUNCTION OF TAIL STREAMERS OF RED-TAILED TROPICBIRDS (PHAETHON RUBRICAUDA) AS INFERRED FROM PATTERNS OF VARIATION,Allison C. Veit and Ian L. Jones,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
54,The Auk,2003,October,MULTIPLE PATERNITY AND MULTIPLE MALE FEEDERS IN BICKNELL'S THRUSH (CATHARUS BICKNELLI),"James E. Goetz, Kent P. McFarland and Christopher C. Rimmer",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
55,The Auk,2003,October,WITHIN-SEASON PREVALENCE OF EXTRAPAIR YOUNG IN BROODS OF DOUBLE-BROODED AND MATE-FAITHFUL EASTERN PHOEBES (SAYORNIS PHOEBE) IN INDIANA,Amanda S. Beheler and Olin E. Rhodes Jr.,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
56,The Auk,2003,October,LOW-FREQUENCY VOCALIZATIONS BY CASSOWARIES (CASUARIUS SPP.),Andrew L. Mack and Josh Jones,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
57,The Auk,2003,October,ENERGY ALLOCATION AND POSTNATAL GROWTH IN CAPTIVE ELEGANT TERN (STERNA ELEGANS) CHICKS: RESPONSES TO HIGH-VERSUS LOW-ENERGY DIETS,Wasila M. Dahdul and Michael H. Horn,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
58,The Auk,2003,October,EFFECTS OF SATELLITE TRANSMITTERS ON ALBATROSSES AND PETRELS,"Richard A. Phillips, Jose C. Xavier and John P. Croxall",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
59,The Auk,2003,October,DECOMPOSITION OF NITROGENOUS COMPOUNDS BY INTESTINAL BACTERIA IN HUMMINGBIRDS,"Marion R. Preest, Donna G. Folk and Carol A. Beuchat",3,1,1,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
60,The Auk,2003,October,SHORT-TERM EFFECTS OF MODERATE- TO HIGH-SEVERITY WILDFIRE ON A DISTURBANCE-DEPENDENT FLYCATCHER IN NORTHWEST CALIFORNIA,Timothy D. Meehan and T. Luke George,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
16,The Auk,2004,April,IS MONOGAMY IN THE POLYNESIAN MEGAPODE (MEGAPODIUS PRITCHARDII) RELATED TO ITS HIGH RELATIVE EGG-WEIGHT?,Ann G_th and Uwe Vogel,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
18,The Auk,2004,April,USE OF BODY STORES IN SHOREBIRDS AFTER ARRIVAL ON HIGH-ARCTIC BREEDING GROUNDS,R. I Guy Morrison and Keith A. Hobson,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
19,The Auk,2004,April,NATURAL VARIATION IN FLIGHT PERFORMANCE IS RELATED TO TIMING OF BREEDING IN TREE SWALLOWS (TACHYCINETA BICOLOR) IN NEW YORK,Melissa S. Bowlin and David W. Winkler,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
20,The Auk,2004,April,"FLUSHING, CAPTURE, AND BLEEDING DO NOT AFFECT RETURN RATE OF FEMALE WOOD THRUSHES (HYLOCICHLA MUSTELINA) IN DELAWARE","Kelly A. Perkins, Roland R. Roth, Jacob L. Bowman and Jordan Green",4,1,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ornithology,Based out of LA
